MedCodeId,Term,Observations,SNOMED_CT_Concept_ID,READcode,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,VF
37487,0,,,8,0,0,BBrA700,[M]Acute myelofibrosis,2009-02-01 00:00:00,,,
24539,3,,,62,0,0,BBV2.00,[M]Chondroblastic osteosarcoma,2009-02-01 00:00:00,,,
21609,3,,,133,0,0,BB18.00,"[M]Carcinoma, undifferentiated type, NOS",2009-02-01 00:00:00,,,
32442,2,,,14,0,0,BBW7.11,[M]Chondromatous giant cell tumour,2009-02-01 00:00:00,,,
29524,5,,,240,0,0,BB34.00,"[M]Basal cell carcinoma, fibroepithelial type",2009-02-01 00:00:00,,,
8711,124,,,3712,3,0,BB5D100,[M]Cholangiocarcinoma,2009-02-01 00:00:00,,,
67913,1,,,7,0,0,BB6A.00,[M]Ceruminous adenoma and adenocarcinoma,2009-02-01 00:00:00,,,
87003,0,,,1,0,0,BBLC100,"[M]Mesenchymoma, malignant",2009-02-01 00:00:00,,,
52178,0,,,17,0,0,BBTL.00,[M]Intravascular bronchial alveolar tumour,2009-02-01 00:00:00,,,
22712,2,,,65,0,0,BBTJ.00,[M]Epithelioid haemangioendothelioma NOS,2009-02-01 00:00:00,,,
21847,3,,,369,0,0,BB5f111,[M]Follicular carcinoma,2009-02-01 00:00:00,,,
36882,3,,,149,0,0,BB5X.00,[M]Clear cell adenomas and adenocarcinomas,2009-02-01 00:00:00,,,
55947,4,,,37,0,0,BBJ7.00,[M]Pleomorphic liposarcoma,2009-02-01 00:00:00,,,
8032,37,,,1416,0,0,BB5B.00,[M]Pancreatic adenomas and carcinomas,2009-02-01 00:00:00,,,
54874,0,,,3,0,0,BB85100,[M]Metastatic signet ring cell carcinoma,2009-02-01 00:00:00,,,
24208,34,,,856,0,0,BBEH.00,[M]Superficial spreading melanoma,2009-02-01 00:00:00,,,
95150,0,,,5,0,0,BB81B00,[M]Serous surface papillary carcinoma,2009-02-01 00:00:00,,,
48271,0,,,16,0,0,BBVz.00,[M]Osteoma or osteosarcoma NOS,2009-02-01 00:00:00,,,
101923,0,,,1,0,0,BBJ1.11,[M]Fibroliposarcoma,2011-03-01 00:00:00,,,
60775,1,,,13,0,0,BB5h100,[M]Adrenal cortical carcinoma,2009-02-01 00:00:00,,,
62199,0,,,8,0,0,BB5W.00,[M]Oxyphilic adenomas and adenocarcinomas,2009-02-01 00:00:00,,,
31537,0,,,11,0,0,BBj1100,"[M]Hodgkin,s disease, lymphocytic predominance, nodular",2009-02-01 00:00:00,,,
66607,0,,,6,0,0,BBL4.00,"[M]Mixed tumour, malignant, NOS",2009-02-01 00:00:00,,,
1950,207,,,9563,0,0,BB4..00,[M]Transitional cell papillomas and carcinomas,2009-02-01 00:00:00,,,
34030,4,,,184,0,0,BBL0.00,[M]Endometrial stromal sarcoma,2009-02-01 00:00:00,,,
102547,16,,,657,0,0,BB3D.00,"[M]Basal cell carcinoma, nodular",2011-07-01 00:00:00,,,
73088,0,,,2,0,0,BBr9000,[M]Monocytic leukaemia NOS,2009-02-01 00:00:00,,,
41702,3,,,105,0,0,BB5N.00,[M]Adenomatous and adenocarcinomatous polyps of colon,2009-02-01 00:00:00,,,
33775,3,,,370,0,0,BB5J.00,[M]Adenoid cystic carcinoma,2009-02-01 00:00:00,,,
27849,0,,,14,0,0,BB5U200,[M]Villous adenocarcinoma,2009-02-01 00:00:00,,,
9712,9,,,851,0,0,BB4A.00,[M]Papillary transitional cell carcinoma,2009-02-01 00:00:00,,,
64618,0,,,4,0,0,BBr3.00,[M]Plasma cell leukaemias,2009-02-01 00:00:00,,,
6746,25,,,2172,1,0,BB5M.00,[M]Tubular adenomas and adenocarcinomas,2009-02-01 00:00:00,,,
3152,294,,,13920,0,0,BB13.00,"[M]Carcinoma, metastatic, NOS",2009-02-01 00:00:00,,,
112383,0,,,16,0,0,BBLK.00,[M]Pancreatoblastoma,2017-12-01 00:00:00,,,
25641,7,,,154,0,0,BB5D513,[M]Liver cell carcinoma,2009-02-01 00:00:00,,,
95373,0,,,3,0,0,BBCC100,"[M]Leydig cell tumour, malignant",2009-02-01 00:00:00,,,
21681,8,,,110,0,0,BBL7100,[M]Nephroblastoma NOS,2009-02-01 00:00:00,,,
28599,23,,,512,0,0,BBJ1.00,[M]Liposarcoma NOS,2009-02-01 00:00:00,,,
46581,1,,,153,0,0,BBF4.11,[M]Pleomorphic cell sarcoma,2009-02-01 00:00:00,,,
22692,6,,,134,0,0,BBEG000,"[M]Acral lentiginous melanoma, malignant",2009-02-01 00:00:00,,,
39760,3,,,131,0,0,BB91100,[M]Infiltrating duct and lobular carcinoma,2009-02-01 00:00:00,,,
63571,0,,,18,0,0,BBV..12,[M]Parosteal osteosarcoma,2009-02-01 00:00:00,,,
105275,0,,,1,0,0,BBV..13,[M]Periosteal osteogenic sarcoma,2012-12-01 00:00:00,,,
99665,0,,,3,0,0,BBV..11,[M]Juxtacortical osteogenic sarcoma,2010-06-01 00:00:00,,,
49900,1,,,39,0,0,BB5y200,[M]Klatskin's tumour,2009-02-01 00:00:00,,,
68757,0,,,2,0,0,BB5f700,[M]Nonencapsulated sclerosing carcinoma,2009-02-01 00:00:00,,,
63973,0,,,1,0,0,BBm0.00,[M]Microglioma,2009-02-01 00:00:00,,,
37542,0,,,2,0,0,BBQ7300,[M]Teratocarcinoma,2009-02-01 00:00:00,,,
579,812,,,9350,15,0,BBE1.00,[M]Malignant melanoma NOS,2009-02-01 00:00:00,,,
38575,1,,,11,0,0,BB62100,[M]Apocrine adenocarcinoma,2009-02-01 00:00:00,,,
55429,0,,,5,0,0,BB82113,[M]Mucoid adenocarcionoma,2009-02-01 00:00:00,,,
50379,1,,,47,0,0,BBN1.00,[M]Synovial sarcoma NOS,2009-02-01 00:00:00,,,
52496,3,,,14,0,0,BB61.00,[M]Sweat gland adenoma and adenocarcinomas,2009-02-01 00:00:00,,,
99491,0,,,2,0,0,BBcz.00,[M]Neuroepitheliomatous neoplasm NOS,2010-05-01 00:00:00,,,
66694,0,,,1,0,0,BBr6311,[M]Naegeli-type monocytic leukaemia,2009-02-01 00:00:00,,,
40492,0,,,18,0,0,BBe9.00,"[M]Triton tumour, malignant",2009-02-01 00:00:00,,,
71619,0,,,2,0,0,BBgT.00,"[M]Malignant lymphoma, large cell, noncleaved, diffuse",2009-02-01 00:00:00,,,
46761,0,,,55,0,0,BB5f600,[M]Papillary and follicular adenocarcinoma,2009-02-01 00:00:00,,,
69980,2,,,24,0,0,BBgC.00,"[M]Malignant lymphoma, lymphocytic, well differentiated NOS",2009-02-01 00:00:00,,,
31671,16,,,536,0,0,BBn0.00,[M]Plasma cell myeloma,2009-02-01 00:00:00,,,
72192,0,,,14,0,0,BB5Xz00,[M]Clear cell adenoma or adenocarcinoma NOS,2009-02-01 00:00:00,,,
61588,0,,,10,0,0,BB85000,[M]Signet ring cell carcinoma,2009-02-01 00:00:00,,,
57336,2,,,52,0,0,BB16.00,"[M]Epithelioma, malignant",2009-02-01 00:00:00,,,
65952,0,,,11,0,0,BBbU.00,[M]Desmoplastic medulloblastoma,2009-02-01 00:00:00,,,
37510,0,,,21,0,0,BBLG.00,[M]Carcinoma in pleomorphic adenoma,2009-02-01 00:00:00,,,
70740,0,,,1,0,0,BBm1.11,[M]Malignant reticulosis,2009-02-01 00:00:00,,,
52493,1,,,20,0,0,BBQ7213,"[M]Teratoblastoma, malignant",2009-02-01 00:00:00,,,
45768,0,,,24,0,0,BBm3.12,[M]Acute progressive histiocytosis X,2009-02-01 00:00:00,,,
48348,0,,,19,0,0,BBLM.00,[M]Pulmonary blastoma,2009-02-01 00:00:00,,,
10668,21,,,2280,0,0,BB5a000,[M]Renal cell carcinoma,2009-02-01 00:00:00,,,
50928,0,,,11,0,0,BBr2600,[M]Burkitt's cell leukaemia,2009-02-01 00:00:00,,,
27748,4,,,134,0,0,BBbB.11,[M]Astrocytic glioma,2009-02-01 00:00:00,,,
41953,3,,,38,0,0,BBc0011,[M]Gangliocytoma,2009-02-01 00:00:00,,,
44930,0,,,12,0,0,BB81800,[M]Papillary serous cystadenocarcinoma,2009-02-01 00:00:00,,,
39148,0,,,15,0,0,BB5Mz00,[M]Tubular adenoma or adenocarcinoma NOS,2009-02-01 00:00:00,,,
6316,4,,,250,0,0,BBr0100,[M]Acute leukaemia NOS,2009-02-01 00:00:00,,,
43594,0,,,18,0,0,BB5Cz00,[M]Gastrinoma or carcinoma NOS,2009-02-01 00:00:00,,,
31629,17,,,216,0,0,BBc6.00,[M]Ganglioglioma,2009-02-01 00:00:00,,,
95464,0,,,1,0,0,BBl0.00,[M]Mycosis fungoides,2009-02-01 00:00:00,,,
8930,28,,,5173,0,0,BB52.00,[M]Adenocarcinoma NOS,2009-02-01 00:00:00,,,
106483,0,,,1,0,0,BBr6200,[M]Subacute myeloid leukaemia,2013-08-01 00:00:00,,,
32213,1,,,2,0,0,BB0A.00,"[M]Malignant tumour, fusiform cell type",2009-02-01 00:00:00,,,
89230,0,,,0,0,0,BBj9.00,[M]Hodgkin's granuloma,2009-02-01 00:00:00,,,
39121,1,,,13,0,0,BBc0100,[M]Ganglioneuroblastoma,2009-02-01 00:00:00,,,
108964,0,,,2,0,0,BBr6900,[M]Juvenile myelomonocytic leukaemia,2014-12-01 00:00:00,,,
37410,0,,,61,0,0,BBr2100,[M]Acute lymphoid leukaemia,2009-02-01 00:00:00,,,
28272,14,,,491,0,0,BB57.00,"[M]Adenocarcinoma, intestinal type",2009-02-01 00:00:00,,,
29362,1,,,22,0,0,BB5y.00,[M]Adenoma and adenocarcinoms OS,2009-02-01 00:00:00,,,
41841,0,,,12,0,0,BBgB.00,"[M]Malignant lymphoma, follicular centre cell NOS",2009-02-01 00:00:00,,,
16723,27,,,691,0,0,BB5S212,[M]Bronchiolar carcinoma,2009-02-01 00:00:00,,,
72310,1,,,1,0,0,BBr0400,[M]Aleukaemic leukaemia NOS,2009-02-01 00:00:00,,,
63286,0,,,3,0,0,BBN5.00,[M]Clear cell sarcoma of tendons and aponeuroses,2009-02-01 00:00:00,,,
19263,21,,,428,0,0,BB5f.00,[M]Thyroid adenoma and adenocarcinoma,2009-02-01 00:00:00,,,
105166,0,,,1,0,0,BBDB.11,[M]Glomoid sarcoma,2012-11-01 00:00:00,,,
19091,154,,,1137,0,0,BB5..00,[M]Adenomas and adenocarcinomas,2009-02-01 00:00:00,,,
31090,3,,,21,0,0,BBGP.00,[M]Pigmented dermatofibrosarcoma protuberans,2009-02-01 00:00:00,,,
8523,220,,,4054,0,0,BBb0.11,[M]Glioma NOS,2009-02-01 00:00:00,,,
34252,1,,,62,0,0,BBb0.12,[M]Gliosarcoma,2009-02-01 00:00:00,,,
39386,0,,,8,0,0,BBb2.11,[M]Mixed glioma,2009-02-01 00:00:00,,,
33734,15,,,589,0,0,BBEz.00,[M]Naevi or melanoma NOS,2009-02-01 00:00:00,,,
17091,9,,,193,0,0,BBs2.00,[M]Chronic myeloproliferative disease,2009-02-01 00:00:00,,,
16922,92,,,699,0,0,BBs0.00,[M]Polycythaemia vera,2009-02-01 00:00:00,,,
48952,1,,,89,0,0,BBc9z00,[M]Retinoblastoma NOS,2009-02-01 00:00:00,,,
94286,0,,,7,0,0,BBG8.11,[M]Congenital fibrosarcoma,2009-02-01 00:00:00,,,
16146,4,,,42,0,0,BBB2.00,[M]Adenocarcinoma with squamous metaplasia,2009-02-01 00:00:00,,,
72222,0,,,1,0,0,BBrA100,[M]Megakaryocytic leukaemia,2009-02-01 00:00:00,,,
42769,0,,,10,0,0,BBjz.00,[M]Hodgkin's disease NOS,2009-02-01 00:00:00,,,
96231,0,,,9,0,0,BBGJ.00,"[M]Fibroxanthoma, malignant",2009-04-01 00:00:00,,,
8088,1,,,22,0,0,BBG3.00,[M]Fibromyxosarcoma,2009-02-01 00:00:00,,,
71497,0,,,4,0,0,BB5W100,[M]Oxyphilic adenocarcinoma,2009-02-01 00:00:00,,,
22267,19,,,225,0,0,BB04.00,"[M]Neoplasm, malig, uncertain whether primary or metastatic",2009-02-01 00:00:00,,,
35457,8,,,273,0,0,BB35.00,[M]Basosquamous carcinoma,2009-02-01 00:00:00,,,
59409,0,,,5,0,0,BBR1.00,[M]Invasive hydatidiform mole,2009-02-01 00:00:00,,,
9885,867,,,5129,0,0,BB33.00,"[M]Basal cell carcinoma, morphoea type",2009-02-01 00:00:00,,,
3028,1735,,,21458,0,0,BB31.00,[M]Basal cell carcinoma NOS,2009-02-01 00:00:00,,,
59787,1,,,24,0,0,BBC9.00,[M]Tubular androblastoma NOS,2009-02-01 00:00:00,,,
100111,0,,,1,0,0,BB46.00,[M]Schneiderian carcinoma,2010-07-01 00:00:00,,,
19678,117,,,1009,0,0,BB29.13,[M]Intraepithelial squamous cell carcinoma,2009-02-01 00:00:00,,,
19041,23,,,970,0,0,BB29.12,[M]Intraepidermal carcinoma NOS,2009-02-01 00:00:00,,,
16774,11,,,432,0,0,BBmD.00,[M] Cutaneous lymphoma,2009-02-01 00:00:00,,,
6751,3,,,317,0,0,BBC3.00,[M]Granulosa cell tumour NOS,2009-02-01 00:00:00,,,
94267,0,,,20,0,0,BBb3.00,[M]Subependymal glioma,2009-02-01 00:00:00,,,
69844,0,,,11,0,0,BBF5.11,[M]Round cell sarcoma,2009-02-01 00:00:00,,,
26848,1,,,21,0,0,BB5S.00,[M]Respiratory tract adenomas and adenocarcinomas,2009-02-01 00:00:00,,,
42542,3,,,88,0,0,BB9K.00,[M]Paget's disease and infiltrating breast duct carcinoma,2009-02-01 00:00:00,,,
4118,14,,,374,0,0,BBV9.00,[M]Myxoid chondrosarcoma,2009-02-01 00:00:00,,,
63864,0,,,16,0,0,BBn2.00,[M]Plasmacytoma NOS,2009-02-01 00:00:00,,,
38442,0,,,36,0,0,BB81200,"[M]Serous cystadenocarcinoma, NOS",2009-02-01 00:00:00,,,
94083,0,,,1,0,0,BB5P.00,[M]Solid carcinoma NOS,2009-02-01 00:00:00,,,
65584,0,,,4,0,0,BBj1000,"[M]Hodgkin,s disease, lymphocytic predominance, diffuse",2009-02-01 00:00:00,,,
64796,1,,,16,0,0,BB82z00,[M]Mucinous adenoma or adenocarcinoma NOS,2009-02-01 00:00:00,,,
7941,2,,,195,0,0,BBW4.00,[M]Chondrosarcoma NOS,2009-02-01 00:00:00,,,
57864,1,,,1,0,0,BBa4.11,[M]Melanoameloblastoma,2009-02-01 00:00:00,,,
103066,0,,,21,0,0,BB3G.00,[M]Pigmented basal cell carcinoma,2011-10-01 00:00:00,,,
103440,0,,,21,0,0,BB3E.00,"[M]Basal cell carcinoma, micronodular",2011-12-01 00:00:00,,,
34096,2,,,72,0,0,BB5b.00,[M]Granular cell carcinoma,2009-02-01 00:00:00,,,
52963,0,,,17,0,0,BBC3000,[M]Juvenile granulosa cell tumour,2009-02-01 00:00:00,,,
43845,1,,,25,0,0,BBU7.00,[M]Haemolymphangioma,2009-02-01 00:00:00,,,
17098,11,,,512,0,0,BB83.00,[M]Pseudomyxoma peritonei,2009-02-01 00:00:00,,,
24312,0,,,32,0,0,BB62.00,[M]Apocrine adenoma and adenocarcinomas,2009-02-01 00:00:00,,,
21741,1,,,67,0,0,BB5f100,[M]Follicular adenocarcinoma NOS,2009-02-01 00:00:00,,,
37688,0,,,30,0,0,BBA2.00,[M]Acinar cell carcinoma,2009-02-01 00:00:00,,,
31492,5,,,348,0,0,BBm9.00,[M] Monocytoid B-cell lymphoma,2009-02-01 00:00:00,,,
101095,0,,,43,0,0,BB4B.00,[M]Grade 1 (Stage pTa) papillary urothelial/transit cell ca,2010-12-01 00:00:00,,,
40420,0,,,6,0,0,BBr0.00,[M]Leukaemias unspecified,2009-02-01 00:00:00,,,
48155,1,,,18,0,0,BBr2.00,[M]Lymphoid leukaemias,2009-02-01 00:00:00,,,
54594,1,,,24,0,0,BBL7000,[M]Mesoblastic nephroma,2009-02-01 00:00:00,,,
106197,0,,,1,0,0,BBr7000,[M]Basophilic leukaemia,2013-05-01 00:00:00,,,
64963,0,,,11,0,0,BBr0112,[M]Blastic leukaemia,2009-02-01 00:00:00,,,
63247,0,,,4,0,0,BBK3611,[M]Sarcoma botryoides,2009-02-01 00:00:00,,,
46444,1,,,21,0,0,BBr4.00,[M]Erythroleukaemias,2009-02-01 00:00:00,,,
35697,0,,,47,0,0,BBr6.00,[M]Myeloid leukaemias,2009-02-01 00:00:00,,,
111113,0,,,1,0,0,BBj3.00,"[M]Hodgkin's disease, lymphocytic depletion NOS",2016-07-01 00:00:00,,,
105073,0,,,1,0,0,BBN2.00,"[M]Synovial sarcoma, spindle cell type",2012-10-01 00:00:00,,,
46769,2,,,13,1,0,BBb8.11,[M]Ependymoblastoma,2009-02-01 00:00:00,,,
43189,0,,,32,0,0,BBED.00,[M]Precancerous melanosis NOS,2009-02-01 00:00:00,,,
91842,0,,,3,0,0,BB69z00,[M]Sebaceous adenoma or adenocarcinoma NOS,2009-02-01 00:00:00,,,
19731,1,,,28,0,0,BB5N.11,[M]Adenoma or or adenocarcinoma in polyposis coli,2009-02-01 00:00:00,,,
34879,0,,,1,0,0,BB5J.11,[M]Cylindroid adenocarcinoma,2009-02-01 00:00:00,,,
50151,0,,,26,0,0,BBa3.00,[M]Pineoblastoma,2009-02-01 00:00:00,,,
27440,13,,,298,0,0,BB55.00,[M]Linitis plastica,2009-02-01 00:00:00,,,
106137,0,,,1,0,0,BBh..00,[M]Reticulosarcomas,2013-05-01 00:00:00,,,
36031,3,,,36,0,0,BB5D.00,[M]Hepatobiliary tract adenomas and carcinomas,2009-02-01 00:00:00,,,
98781,0,,,1,0,0,BB5F.00,[M]Trabecular adenocarcinoma,2010-03-01 00:00:00,,,
112307,0,,,1,0,0,BBCC111,"[M]Interstitial cell tumour, malignant",2017-11-01 00:00:00,,,
40303,0,,,2,0,0,BBET.00,[M]Mixed epithelioid and spindle melanoma,2009-02-01 00:00:00,,,
68447,0,,,8,0,0,BBEV.00,"[M]Blue naevus, malignant",2009-02-01 00:00:00,,,
36530,3,,,86,0,0,BB5S211,[M]Alveolar cell carcinoma,2009-02-01 00:00:00,,,
97463,0,,,4,0,0,BBF4.00,[M]Giant cell sarcoma (except of bone),2009-08-01 00:00:00,,,
50235,0,,,6,0,0,BBbK.00,[M]Astroblastoma,2009-02-01 00:00:00,,,
27697,1,,,15,0,0,BB5Y.00,[M]Hypernephroid tumour,2009-02-01 00:00:00,,,
10588,51,,,1758,0,0,BBK0200,[M]Leiomyosarcoma NOS,2009-02-01 00:00:00,,,
39522,4,,,64,0,0,BBV..00,[M]Osteomas and osteosarcomas,2009-02-01 00:00:00,,,
34110,3,,,104,0,0,BB5R100,"[M]Carcinoid tumour, malignant",2009-02-01 00:00:00,,,
105944,0,,,1,0,0,BBK3300,[M]Mixed cell rhabdomyosarcoma,2013-04-01 00:00:00,,,
1624,2590,,,41055,16,0,BB2A.00,[M]Squamous cell carcinoma NOS,2009-02-01 00:00:00,,,
12146,4,,,18,0,0,BBr2000,[M]Lymphoid leukaemia NOS,2009-02-01 00:00:00,,,
66000,0,,,6,0,0,BBB5.00,[M]Adenocarcinoma with apocrine metaplasia,2009-02-01 00:00:00,,,
38770,0,,,7,0,0,BBB7.00,[M]Epithelial-myoepithelial carcinoma,2009-02-01 00:00:00,,,
51895,1,,,81,0,0,BBgz.00,"[M]Lymphoma, diffuse or NOS",2009-02-01 00:00:00,,,
59251,0,,,18,0,0,BBM9.00,"[M]Cystosarcoma phyllodes, malignant",2009-02-01 00:00:00,,,
34000,1,,,99,0,0,BB80100,[M]Cystadenocarcinoma NOS,2009-02-01 00:00:00,,,
11922,26,,,896,0,0,BBEG.11,[M]Lentigo maligna melanoma,2009-02-01 00:00:00,,,
54627,0,,,7,0,0,BBR3.00,[M]Choriocarcinoma combined with teratoma,2009-02-01 00:00:00,,,
94810,0,,,1,0,0,BBB4.00,[M]Adenocarcinoma with spindle cell metaplasia,2009-02-01 00:00:00,,,
54190,0,,,37,0,0,BBm8.00,[M] Angioimmunoblastic lymphadenopathy,2009-02-01 00:00:00,,,
21732,0,,,44,0,0,BBH1.00,[M]Myxosarcoma,2009-02-01 00:00:00,,,
44074,1,,,30,0,0,BB84.00,[M]Mucin-producing adenocarcinoma,2009-02-01 00:00:00,,,
32294,0,,,1,0,0,BB5B500,"[M]Glucagonoma, malignant",2009-02-01 00:00:00,,,
37680,0,,,138,0,0,BBGF.00,"[M]Fibrous histiocytoma, malignant",2009-02-01 00:00:00,,,
50140,0,,,19,0,0,BB5K.00,[M]Cribriform carcinoma,2009-02-01 00:00:00,,,
58550,0,,,1,0,0,BBZD.11,[M]Adenoameloblastoma,2009-02-01 00:00:00,,,
60045,0,,,32,0,0,BB5M100,[M]Tubular adenocarcinoma,2009-02-01 00:00:00,,,
99695,0,,,2,0,0,BBlz.00,[M]Mycosis fungoides NOS,2010-06-01 00:00:00,,,
20437,11,,,377,0,0,BBk..00,"[M]Lymphomas, nodular or follicular",2009-02-01 00:00:00,,,
98009,0,,,0,0,0,BBrA312,[M]Granulocytic sarcoma,2009-11-01 00:00:00,,,
98483,1,,,2,0,0,BBZN.11,[M]Odontogenic fibrosarcoma,2010-02-01 00:00:00,,,
27744,36,,,1007,0,0,BBbQ.00,[M]Oligodendroglioma NOS,2009-02-01 00:00:00,,,
22057,3,,,38,0,0,BBZB.00,[M]Ameloblastic fibro-odontoma,2009-02-01 00:00:00,,,
35467,1,,,139,0,0,BB5az00,[M]Renal adenoma or carcinoma NOS,2009-02-01 00:00:00,,,
26814,4,,,218,0,0,BB5D512,"[M]Hepatoma, malignant",2009-02-01 00:00:00,,,
52942,1,,,22,0,0,BBr6300,[M]Chronic myeloid leukaemia,2009-02-01 00:00:00,,,
57729,0,,,6,0,0,BBU1.00,[M]Lymphangiosarcoma,2009-02-01 00:00:00,,,
39906,0,,,4,0,0,BBgE.00,"[M]Malignant lymphoma, centrocytic",2009-02-01 00:00:00,,,
59593,1,,,14,0,0,BBm3.00,[M]Letterer - Siwe disease,2009-02-01 00:00:00,,,
33636,2,,,106,0,0,BBQ7200,"[M]Teratoma, malignant, NOS",2009-02-01 00:00:00,,,
16902,334,,,1320,1,0,BB5y000,[M]Basal cell adenocarcinoma,2009-02-01 00:00:00,,,
39388,0,,,53,0,0,BBcC.11,[M]Olfactory neuroblastoma,2009-02-01 00:00:00,,,
58953,0,,,1,0,0,BBk8.00,"[M]Malig lymp,follicular centre cell,noncleaved,follicular",2009-02-01 00:00:00,,,
32641,17,,,574,0,0,BB5RA00,[M]Merkel cell carcinoma,2009-02-01 00:00:00,,,
57316,0,,,34,0,0,BBr6600,[M]Acute promyelocytic leukaemia,2009-02-01 00:00:00,,,
9859,1,,,277,0,0,BBQ1z00,[M]Seminoma NOS,2009-02-01 00:00:00,,,
22561,13,,,197,0,0,BBV4.00,[M]Telangiectatic osteosarcoma,2009-02-01 00:00:00,,,
95046,0,,,3,0,0,BB60.00,[M]Skin appendage adenoma and carcinoma,2009-02-01 00:00:00,,,
46771,1,,,21,0,0,BB5D800,"[M]Hepatocellular carcinoma, fibrolamellar",2009-02-01 00:00:00,,,
10134,42,,,1278,1,0,BB29.00,[M]Squamous cell carcinoma in situ NOS,2009-02-01 00:00:00,,,
52266,1,,,5,0,0,BB5a011,[M]Grawitz tumour,2009-02-01 00:00:00,,,
35071,0,,,156,0,0,BBQB.00,[M]Mixed germ cell tumour,2009-02-01 00:00:00,,,
63570,0,,,3,0,0,BBr0113,[M]Stem cell leukaemia,2009-02-01 00:00:00,,,
22071,0,,,8,0,0,BBr0111,[M]Blast cell leukaemia,2009-02-01 00:00:00,,,
37692,1,,,59,0,0,BBsz.00,[M]Misc myeloproliferative or lymphoproliferative dis NOS,2009-02-01 00:00:00,,,
101429,0,,,1,0,0,BBj0.11,"[M]Lymphogranuloma, malignant",2011-01-01 00:00:00,,,
7967,969,,,10923,0,0,BB2..12,[M]Squamous cell neoplasms,2009-02-01 00:00:00,,,
68479,3,,,4,0,0,BBc7.11,[M]Neuroastrocytoma,2009-02-01 00:00:00,,,
41313,0,,,19,0,0,BB5D300,[M]Bile duct cystadenocarcinoma,2009-02-01 00:00:00,,,
67019,0,,,2,0,0,BBK1100,[M]Angiomyosarcoma,2009-02-01 00:00:00,,,
104720,0,,,20,0,0,BBP3.11,[M]Sarcomatoid mesothelioma,2012-08-01 00:00:00,,,
106134,0,,,1,0,0,BBdB.00,[M]Meningeal sarcomatosis,2013-05-01 00:00:00,,,
55268,2,,,30,0,0,BBK2100,[M]Myosarcoma,2009-02-01 00:00:00,,,
7693,454,,,3057,0,0,BBE..00,[M]Naevi and melanomas,2009-02-01 00:00:00,,,
30043,14,,,335,0,0,BBs4.00,[M]Idiopathic thrombocythaemia,2009-02-01 00:00:00,,,
11469,1,,,13,0,0,BB5B011,[M]Nesidioblastoma,2009-02-01 00:00:00,,,
34015,2,,,183,0,0,BB5S200,[M]Bronchiolo-alveolar adenocarcinoma,2009-02-01 00:00:00,,,
